ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID587416705,22C Tennyson St,4,t,1950000.0,17/06/2017,3.0,2.0,142.0,6.0,-37.871559999999995,144.98605
ID760771996,4/29 Champion Rd,2,u,400000.0,8/10/2016,1.0,1.0,0.0,49.0,-37.8564,144.8864
ID775698589,25 Outlook Dr,3,h,1362000.0,27/11/2016,1.0,2.0,798.0,59.0,-37.7894,145.1333
ID519974754,113 Green St,3,h,1102000.0,22/05/2016,1.0,1.0,597.0,69.0,-37.7645,145.0314
ID319018389,15 Greer St,4,h,1000000.0,22/07/2017,2.0,1.0,180.0,25.0,-37.796859999999995,144.908
ID412061264,57 Ruthven St,3,h,850000.0,23/09/2017,1.0,2.0,690.0,7.0,-37.72998,145.06134
ID914303172,100 Faraday St,2,h,1010000.0,18/03/2017,1.0,0.0,101.0,139.0,-37.7989,144.9713
ID672439983,4 Adelaide St,4,h,1225000.0,3/12/2016,2.0,1.0,319.0,104.0,-37.7943,144.8875
ID217430869,16 Hodgson St,5,h,3450000.0,26/08/2017,2.0,2.0,668.0,13.0,-37.80795,145.01474
ID671390786,7 Angler Pde,4,h,1640000.0,16/04/2016,3.0,2.0,562.0,129.0,-37.782,144.903
ID915627083,11 Findon St,2,h,1036000.0,3/12/2016,1.0,1.0,310.0,109.0,-37.8717,145.0399
ID935622540,104 Maidstone St,2,h,857000.0,27/11/2016,2.0,1.0,675.0,69.0,-37.8653,144.8129
ID755496076,131 Bay Rd,4,t,2300000.0,3/06/2017,2.0,2.0,604.0,79.0,-37.95326,145.01779
ID723877710,6 Dalgety St,3,h,1250000.0,3/09/2016,1.0,2.0,644.0,39.0,-37.7419,145.0049
ID548024367,14 Jasmine Dr,3,h,668000.0,29/07/2017,2.0,1.0,555.0,29.0,-37.6764,145.05085
ID342324544,72b David St,2,t,890000.0,7/05/2016,2.0,2.0,181.0,59.0,-37.9433,145.019
ID915434558,1B Simpson Pl,3,h,1670000.0,9/09/2017,3.0,2.0,107.0,49.0,-37.81753,145.01988
ID956728294,7 Tynan St,4,h,1000000.0,12/11/2016,1.0,2.0,568.0,69.0,-37.7353,144.989
ID257656530,6 Longstaff St,4,h,1501000.0,14/05/2016,2.0,1.0,598.0,49.0,-37.9037,145.0588
ID339905557,3/15 Woodvale Cl,2,u,420000.0,15/07/2017,1.0,1.0,0.0,39.0,-37.744440000000004,144.92084
ID828494334,15 Mara Cl,4,h,1330000.0,26/08/2017,2.0,2.0,717.0,39.0,-37.86887,145.22116
ID612752435,35 Charles St,2,h,871000.0,22/05/2016,1.0,1.0,215.0,139.0,-37.7722,144.9637
ID112211971,2 Harry St,3,h,1195000.0,27/11/2016,1.0,2.0,601.0,12.0,-37.9386,145.0317
ID654354613,303 Bambra Rd,3,h,1160500.0,8/10/2016,2.0,1.0,358.0,89.0,-37.8965,145.0269
ID896969588,4 School Ct,4,h,1453000.0,15/07/2017,2.0,2.0,525.0,49.0,-37.71467,144.92528000000001
ID187494867,389 Blackburn Rd,3,h,1150000.0,8/07/2017,2.0,2.0,668.0,54.0,-37.85695,145.15143999999995
ID700166252,4/1 Ashley St,2,u,427500.0,7/11/2016,1.0,1.0,146.0,39.0,-37.719,145.0014
ID167754066,4/190 Graham St,2,u,600000.0,22/08/2016,1.0,1.0,0.0,23.0,-37.8398,144.9404
ID615657127,59 Bemersyde Dr,4,h,608500.0,17/06/2017,2.0,2.0,563.0,24.0,-38.05379,145.34803
ID373938382,21/127 Grey St,1,u,330000.0,15/10/2016,1.0,1.0,653.0,19.0,-37.8642,144.9814
ID287920919,72 Board St,3,h,920000.0,7/05/2016,3.0,3.0,655.0,59.0,-37.7798,145.1319
ID220555508,222 Woodland St,5,h,2650000.0,19/11/2016,3.0,2.0,755.0,10.0,-37.7417,144.9133
ID823168462,18 White St,2,h,957000.0,29/07/2017,1.0,0.0,148.0,59.0,-37.79462,144.89385
ID552629937,125 Oriel Rd,3,h,894000.0,8/04/2017,2.0,3.0,601.0,69.0,-37.7524,145.0393
ID786657491,221/408 Lygon St,1,u,370000.0,15/10/2016,1.0,1.0,0.0,21.0,-37.765,144.9731
ID219621098,2 Michael Ct,3,t,840000.0,15/10/2016,2.0,2.0,374.0,29.0,-37.7445,144.8834
ID912765391,12/5 Summerlea Gr,1,u,275000.0,13/05/2017,1.0,0.0,479.0,49.0,-37.8292,145.0322
ID834779013,9/13 Manton St,2,u,530000.0,13/08/2016,1.0,1.0,0.0,54.0,-37.8236,145.009
ID972513460,73 Victoria St,4,h,1815000.0,8/10/2016,3.0,2.0,321.0,39.0,-37.8623,144.8884
ID695707467,5/29 Nepean Hwy,2,u,410000.0,28/05/2016,0.0,0.0,0.0,129.0,-37.8863,144.9996
ID639285377,8/14 Creswick St,2,u,663000.0,19/11/2016,1.0,1.0,0.0,59.0,-37.8166,145.0163
ID224152102,28 Gish Ct,4,h,815000.0,25/02/2017,2.0,2.0,672.0,69.0,-37.7083,144.9495
ID232402530,1/136 High Street Rd,3,h,761000.0,7/11/2016,2.0,4.0,400.0,69.0,-37.8675,145.106
ID828192043,13/947 Mt Alexander Rd,2,u,485000.0,15/10/2016,1.0,1.0,0.0,9.0,-37.7504,144.9138
ID118812555,15 Eureka Rd,3,h,435000.0,27/05/2017,1.0,2.0,608.0,9.0,-37.6204,144.71138
ID938377932,7 Bowen St,3,h,2000000.0,19/11/2016,2.0,1.0,217.0,109.0,-37.8158,144.9931
ID269624712,15 Pascoe St,3,h,1275000.0,10/12/2016,2.0,2.0,669.0,89.0,-37.8596,145.0871
ID370822889,18/4 Wests Rd,2,u,353000.0,27/05/2017,1.0,1.0,4977.0,19.0,-37.77367,144.88161000000005
ID160671470,13 Crispe St,4,h,1100000.0,3/06/2017,2.0,2.0,665.0,109.0,-37.72787,144.99423000000004
ID191404131,96 Winifred St,3,h,815500.0,16/07/2016,2.0,2.0,790.0,79.0,-37.718,144.9124
ID442877206,2/36 Prospect St,4,t,607000.0,18/03/2017,3.0,2.0,0.0,5.0,-37.7102,144.9112
ID462299346,92/99 Whiteman St,2,u,650000.0,6/08/2016,2.0,1.0,0.0,19.0,-37.8273,144.9556
ID952476891,48 Howitt St,3,h,1780000.0,17/09/2016,2.0,1.0,198.0,49.0,-37.8472,145.0026
ID982784611,15 Tyne St,4,h,2850000.0,23/09/2017,2.0,8.0,905.0,12.0,-37.84578,145.08436
ID148743475,3/23 Walstab St,3,u,1245000.0,28/05/2016,2.0,1.0,227.0,21.0,-37.9191,145.0074
ID729319928,9/99 Barton St,2,u,335000.0,22/08/2016,1.0,1.0,0.0,7.0,-37.7112,144.9989
ID511136257,6 Blenheim St,3,h,1193000.0,18/06/2016,1.0,1.0,178.0,99.0,-37.8663,144.9948
ID293513396,26 Coventry Cr,3,h,767500.0,8/07/2017,2.0,2.0,649.0,30.0,-37.67633,145.06922
ID224063395,7/6 Osborne Ct,1,u,400000.0,15/10/2016,1.0,1.0,0.0,69.0,-37.8155,145.0161
ID917875593,5 Henry St,2,h,780000.0,15/10/2016,1.0,1.0,176.0,8.0,-37.8052,144.8883
ID195667687,17 Horsmunden Rd,4,h,1160000.0,28/05/2016,2.0,2.0,588.0,8.0,-37.9395,145.0477
ID239978948,1/23 Glen St,2,u,670000.0,15/07/2017,1.0,0.0,0.0,39.0,-37.83108,145.0353
ID157343069,145a Jasper Rd,3,h,1100000.0,16/07/2016,1.0,2.0,632.0,69.0,-37.921,145.0411
ID145322675,13/11 Belmont Av,1,u,260000.0,8/07/2017,1.0,1.0,0.0,69.0,-37.8574,145.04795
ID896029155,1/1 Perry St,4,t,1105000.0,30/07/2016,2.0,2.0,220.0,4.0,-37.9387,145.0398
ID631335712,19 Kooringa Cr,5,h,1100000.0,12/08/2017,2.0,2.0,672.0,49.0,-37.91299,145.1767
ID796007919,5/9 Dickens St,2,u,600000.0,24/09/2016,1.0,1.0,0.0,59.0,-37.8715,144.9873
ID721018777,7 Daphne St,4,h,1760000.0,3/06/2017,4.0,2.0,651.0,39.0,-37.78535,145.14536
ID268609265,6 Chester St,3,h,1600000.0,7/05/2016,2.0,1.0,704.0,79.0,-37.852,145.0942
ID302385604,179 Barkly St,3,h,2300000.0,23/04/2016,1.0,2.0,475.0,49.0,-37.7786,144.9846
ID559517562,10 Bowen St,4,h,1570000.0,12/08/2017,2.0,1.0,455.0,119.0,-37.9016,145.08293999999995
ID744877688,1/36 The Avenue,2,u,585000.0,15/07/2017,1.0,1.0,598.0,44.0,-37.87149,144.99746000000005
ID694632401,23 Waltham St,4,h,1290000.0,3/06/2017,2.0,0.0,202.0,59.0,-37.78358,144.92927
ID378730152,138/56 Nicholson St,3,u,1090000.0,18/03/2017,2.0,2.0,4290.0,9.0,-37.8078,144.9965
ID154435535,1/33 Oconnor St,2,t,672000.0,29/07/2017,1.0,1.0,243.0,7.0,-37.71045,145.0018
ID342896003,2 Peers St,2,h,870000.0,28/08/2016,1.0,1.0,100.0,6.0,-37.8136,144.9927
ID419424532,10/1 St Kilda Rd,1,u,435000.0,28/08/2016,1.0,1.0,0.0,24.0,-37.8573,144.9825
ID228560352,24 Robert St,4,h,1300000.0,10/12/2016,3.0,1.0,604.0,59.0,-37.7621,145.086
ID765451647,61 Dundas St,3,h,910000.0,26/08/2017,1.0,2.0,276.0,54.0,-37.75277,145.00734
ID688718918,7/69 Edgar St N,2,u,411000.0,8/10/2016,1.0,1.0,0.0,49.0,-37.85,145.0461
ID414805169,17 Addison St,3,h,1700000.0,16/04/2016,2.0,2.0,316.0,109.0,-37.875,144.9813
ID214654436,401/40 Altona St,2,u,445000.0,29/07/2017,1.0,1.0,1775.0,49.0,-37.79818,144.92685
ID345661822,13 Ridge Rd,3,h,835000.0,23/09/2017,2.0,2.0,957.0,60.0,-38.03383,145.36314
ID801386587,1/15 Cassels Rd,2,u,520000.0,24/06/2017,1.0,1.0,0.0,119.0,-37.75788,144.95935
ID942743813,29 Collins St,2,h,1211000.0,25/02/2017,1.0,0.0,302.0,104.0,-37.7549,145.0035
ID926550790,7 Brook St,3,h,2000000.0,6/08/2016,2.0,1.0,460.0,79.0,-37.8155,145.019
ID703923410,53 John St,2,t,640000.0,28/08/2016,1.0,1.0,0.0,139.0,-37.7873,144.9961
ID780593980,15/1 Manna Gum Ct,3,t,550000.0,7/05/2016,2.0,2.0,0.0,119.0,-37.7372,144.9764
ID284066143,20 Barton St,3,h,876000.0,19/08/2017,1.0,2.0,653.0,69.0,-37.711420000000004,145.00377
ID218677929,15 Ronald Rd,2,h,570000.0,1/07/2017,1.0,1.0,312.0,25.0,-37.807520000000004,145.27212
ID852277417,77 Chapel Rd,3,h,920000.0,28/05/2016,1.0,1.0,653.0,69.0,-37.9392,145.0481
ID811860021,21 Montgomery St,2,h,600000.0,18/06/2016,1.0,1.0,194.0,7.0,-37.787,144.8654
ID919108106,13 Birrarrung Ct,4,h,1475000.0,24/09/2016,2.0,2.0,617.0,21.0,-37.7569,145.0913
ID842621113,8 Blackwood Pde,2,h,686000.0,8/10/2016,1.0,2.0,650.0,59.0,-37.7446,145.0404
ID259699869,275 Thompsons Rd,3,h,1250000.0,23/09/2017,2.0,2.0,838.0,39.0,-37.76649000000001,145.10623
ID371060885,2 Fairbank Pl,5,h,355000.0,3/06/2017,2.0,2.0,666.0,43.0,-37.67523,144.55833
ID395568322,42 Cressy St,2,h,780000.0,14/05/2016,0.0,0.0,0.0,24.0,-37.8502,145.0418
ID989518995,13/56 Sutherland Rd,1,u,315000.0,22/08/2016,1.0,1.0,0.0,119.0,-37.8575,145.0174
ID797199418,47 Kellett Gr,4,h,2245000.0,27/11/2016,3.0,2.0,627.0,60.0,-37.7915,145.0348
ID216482605,2/6 Shelley St,3,t,710000.0,28/08/2016,2.0,1.0,320.0,6.0,-37.7415,144.8668
ID665337195,707 Waverley Rd,5,h,1116500.0,15/07/2017,2.0,2.0,701.0,59.0,-37.88902,145.16678000000005
ID362291026,301/182 Barkly St,2,u,750000.0,26/07/2016,2.0,1.0,0.0,10.0,-37.8686,144.9812
ID314412166,3/99 Earl St,2,t,707500.0,26/07/2016,1.0,1.0,124.0,27.0,-37.7938,145.0321
ID603039375,7/122 Glen Huntly Rd,2,u,510000.0,11/03/2017,1.0,1.0,0.0,69.0,-37.8831,144.9896
ID340021869,928/43 Therry St,1,u,210000.0,13/08/2016,1.0,0.0,0.0,14.0,-37.8078,144.961
ID238669941,2/20 Victoria St,3,u,890000.0,3/12/2016,1.0,3.0,0.0,39.0,-37.8663,144.8883
ID384401677,8 Malahang Pde,1,h,442000.0,20/05/2017,1.0,0.0,290.0,63.0,-37.7434,145.0468
ID902581299,4 Ridge Rd,4,h,800000.0,10/12/2016,2.0,1.0,589.0,59.0,-37.7151,144.9157
ID213921508,14 Glengala Ct,4,h,900000.0,3/09/2017,2.0,2.0,530.0,39.0,-37.98368,145.09237
ID756487555,6/10 Vautier St,2,u,612000.0,24/09/2016,1.0,1.0,0.0,59.0,-37.8861,144.9863
ID734671801,2/62 Cunningham St,1,u,385000.0,10/12/2016,1.0,0.0,0.0,49.0,-37.7827,144.9999
ID586231328,37 Eamon Dr,3,h,770000.0,4/06/2016,2.0,2.0,577.0,49.0,-37.7376,145.0895
ID410785257,17 Gilbert Ct,3,h,1000000.0,8/07/2017,2.0,2.0,1088.0,2.0,-37.89385,145.23848
ID717698878,6 Murumba St,4,h,865000.0,16/09/2017,2.0,2.0,734.0,39.0,-37.6929,145.1272
ID165556831,69 Watt St,3,h,985000.0,12/06/2016,1.0,5.0,669.0,69.0,-37.8321,144.8736
ID226008014,97 Edwin St,4,h,1645000.0,12/08/2017,2.0,4.0,596.0,89.0,-37.75008,145.05051
ID737275406,6 Sanderson St,2,h,890000.0,3/09/2016,1.0,2.0,471.0,69.0,-37.8149,144.8707
ID721894683,15 Barry St,6,h,6500000.0,13/08/2016,6.0,3.0,1334.0,129.0,-37.8029,145.0267
ID344044894,111 Carpenter St,6,h,2700000.0,4/06/2016,3.0,3.0,0.0,49.0,-37.9081,145.0015
ID137680027,15a Dickens St,3,u,1096000.0,28/08/2016,2.0,2.0,292.0,79.0,-37.9273,145.0324
ID213223701,1 Meadowbank St,3,h,780000.0,6/05/2017,1.0,2.0,742.0,49.0,-37.702,144.9538
ID983196455,59 Barrett St,3,h,2340000.0,26/08/2017,2.0,1.0,162.0,139.0,-37.84398,144.95044
ID254703229,1/2 Prospect St,3,u,482500.0,18/06/2016,1.0,1.0,265.0,24.0,-37.7083,144.9158
ID714159950,33 Power St,4,h,1700000.0,30/07/2016,1.0,1.0,672.0,84.0,-37.8099,145.0792
ID421908664,87 Phillips St,3,h,1210000.0,3/09/2017,1.0,4.0,460.0,99.0,-37.745129999999996,144.95458
ID915434558,1B Simpson Pl,3,h,1670000.0,9/09/2017,3.0,2.0,107.0,49.0,-37.81753,145.01988
ID588618619,1/22 Rathmines St,2,u,667000.0,17/06/2017,1.0,1.0,86.0,10.0,-37.78203,145.01508
ID832932450,4a Surrey St,3,h,650000.0,28/08/2016,2.0,1.0,266.0,59.0,-37.7271,144.9485
ID683641711,21 Simpson St,3,h,2775000.0,12/08/2017,1.0,2.0,901.0,36.0,-37.78062,145.00627
ID243663231,55 Erebus St,3,h,752500.0,27/05/2017,2.0,1.0,468.0,54.0,-37.72203,144.85994
ID746645533,7 Newton St,5,h,2100000.0,16/07/2016,2.0,2.0,1025.0,104.0,-37.8286,145.1094
ID655901148,218 Neerim Rd,4,h,1275000.0,3/12/2016,2.0,0.0,365.0,100.0,-37.8877,145.0507
ID707791604,2/1 Darook St,2,u,725000.0,17/06/2017,2.0,2.0,311.0,59.0,-37.83459000000001,145.15721000000005
ID363267277,36 Winifred St,4,h,1685000.0,9/09/2017,1.0,1.0,442.0,99.0,-37.76917,144.98606
ID128531652,2/100 Commercial Rd,3,u,805000.0,17/09/2016,2.0,3.0,6111.0,6.0,-37.8453,144.9849
ID163956481,27 Busch St,4,h,990000.0,19/08/2017,2.0,2.0,501.0,59.0,-37.79591,144.87595
ID222290962,28 Millicent St,4,h,1775000.0,16/09/2017,2.0,2.0,1240.0,69.0,-37.74085,145.07055
ID627248230,14/12 Fitzroy St,1,u,350000.0,1/07/2017,1.0,1.0,0.0,14.0,-37.8614,144.97406999999995
ID689105100,535 Station St,2,h,1501000.0,3/06/2017,1.0,0.0,152.0,59.0,-37.783809999999995,144.97608
ID346683310,7/138 New St,1,u,495000.0,29/07/2017,1.0,1.0,0.0,49.0,-37.91814,144.99296999999999
ID546703454,7 Effingham Rd,3,h,1305000.0,10/12/2016,1.0,0.0,357.0,119.0,-37.8459,144.8877
ID838876700,51 Jeffrey St,3,h,1245000.0,29/07/2017,2.0,2.0,779.0,49.0,-37.76311,145.10494
ID834413001,99 Neill St,3,h,1600000.0,17/09/2016,3.0,1.0,0.0,9.0,-37.7945,144.9718
ID775328689,20 Westminster Dr,3,h,892500.0,22/05/2016,1.0,1.0,586.0,54.0,-37.7642,144.8603
ID532477595,16 Bedford St,5,h,585000.0,4/06/2016,2.0,1.0,590.0,69.0,-37.711,144.9481
ID716076277,2 McMicken La,2,h,1200000.0,15/10/2016,3.0,1.0,91.0,18.0,-37.853,145.0069
ID431367634,7 Botanic Dr,4,h,1810000.0,28/05/2016,2.0,4.0,769.0,49.0,-37.7781,145.1337
ID240286979,2 Tennyson St,4,h,2001000.0,15/10/2016,2.0,2.0,526.0,109.0,-37.8771,145.0505
ID421755058,42 Rose St,3,h,2250000.0,17/09/2016,3.0,1.0,301.0,84.0,-37.8511,145.0167
ID879022415,2/49 McIntosh St,2,u,500000.0,4/03/2017,1.0,1.0,168.0,8.0,-37.7215,144.8864
ID249100119,5/27 Venus St,1,u,290000.0,27/11/2016,1.0,1.0,0.0,49.0,-37.8943,145.0145
ID691529897,7 Cowra St,3,h,840000.0,8/04/2017,1.0,2.0,577.0,19.0,-37.864000000000004,144.8161
ID890629665,909/118 Kavanagh St,2,u,430000.0,12/11/2016,2.0,0.0,2295.0,5.0,-37.8256,144.9622
ID505144783,18A Hart St,3,t,730000.0,17/06/2017,1.0,2.0,242.0,9.0,-37.72893,144.88859
ID144836682,2/1 Perry St,3,t,785000.0,16/04/2016,2.0,2.0,169.0,19.0,-37.9385,145.0397
ID209175897,334 Highett St,2,h,1200000.0,8/07/2017,2.0,1.0,189.0,49.0,-37.81684,145.00606000000005
ID300900129,109 Rossmoyne St,3,h,1570000.0,24/09/2016,2.0,1.0,377.0,99.0,-37.7578,145.0076
ID250497505,3/573 Riversdale Rd,2,t,900400.0,10/09/2016,1.0,1.0,93.0,59.0,-37.8314,145.0611
ID725641967,396 Montague St,2,h,1436000.0,4/03/2017,1.0,0.0,130.0,119.0,-37.8431,144.9565
ID685748777,5 Healey St,3,h,499000.0,27/05/2017,2.0,0.0,598.0,29.0,-37.5993,144.93867
ID873061770,81 Quinn Gr,5,h,700000.0,22/05/2016,2.0,2.0,629.0,49.0,-37.7423,144.869
ID630080828,7 Merrimu St,4,h,1656000.0,6/05/2017,2.0,2.0,651.0,79.0,-37.8879,145.0768
ID658017321,20 Cuthbert Dr,3,h,660000.0,24/06/2017,2.0,2.0,666.0,17.0,-37.68381,144.73331000000005
ID923459257,5A Hall St,3,h,2020000.0,17/06/2017,2.0,2.0,369.0,34.0,-37.91728,145.00206
ID453373290,26 Major St,3,h,882500.0,22/07/2017,2.0,2.0,918.0,44.0,-37.794000000000004,145.24636
ID952035579,4 Day St,3,h,520000.0,27/06/2016,1.0,2.0,691.0,59.0,-37.7886,144.8138
ID829317882,39 Heath St,2,h,900000.0,14/05/2016,1.0,0.0,124.0,119.0,-37.8356,144.9439
ID747405783,64 Adeney Av,5,h,2660000.0,12/08/2017,2.0,2.0,696.0,79.0,-37.803470000000004,145.0489
ID860293514,17 Combarton St,3,h,1760000.0,10/12/2016,1.0,0.0,741.0,109.0,-37.8258,145.1246
ID181461972,140 Purinuan Rd,2,h,791000.0,19/11/2016,1.0,3.0,720.0,49.0,-37.7076,145.017
ID880252838,54 Rosslyn Av,3,h,725000.0,15/07/2017,1.0,1.0,769.0,39.0,-38.118,145.13015
ID760747207,55 Ridge Dr,5,h,800000.0,22/07/2017,2.0,3.0,577.0,34.0,-37.75261,144.85631
ID253503747,45 Portland St,3,h,1000000.0,4/03/2017,2.0,3.0,370.0,99.0,-37.744,144.9501
ID984943499,33 Weeroona Rd,3,h,1965000.0,29/07/2017,2.0,3.0,926.0,49.0,-37.88800000000001,145.07123
ID540212802,5 Collins Ct,3,t,1810000.0,3/06/2017,2.0,2.0,400.0,69.0,-37.80511,145.08972
ID527245478,38 Malane St,4,h,1620000.0,3/06/2017,2.0,2.0,426.0,5.0,-37.91657,145.05534
ID234231762,4 Short St,3,h,746000.0,16/09/2017,1.0,1.0,400.0,69.0,-37.80954000000001,145.25538
ID182682980,2/243 Union St,2,t,680000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.772,144.9406
ID676649884,2/305 Rossmoyne St,3,u,510000.0,3/09/2016,1.0,1.0,0.0,59.0,-37.7591,145.0211
ID575893884,90 Clarinda Rd,4,h,1715000.0,3/12/2016,2.0,3.0,668.0,19.0,-37.7633,144.908
ID806256811,160 Were St,5,h,3250000.0,1/07/2017,3.0,2.0,835.0,19.0,-37.92615,145.00281999999999
ID956404345,13 Hotham Rd,3,h,1450000.0,29/04/2017,1.0,1.0,650.0,4.0,-37.7368,144.8886
ID897771854,8 Carmichael St,3,h,1640000.0,27/05/2017,1.0,2.0,617.0,89.0,-37.77212,145.05813
ID342896003,2 Peers St,2,h,870000.0,28/08/2016,1.0,1.0,100.0,6.0,-37.8136,144.9927
ID687626979,12 Chambers Rd,3,h,830000.0,22/07/2017,2.0,2.0,529.0,54.0,-37.84107,144.84179
ID760924916,8 Kinnane Cr,3,h,830500.0,8/07/2017,1.0,2.0,508.0,69.0,-37.7807,144.83648
ID942472381,1/169 Lower Heidelberg Rd,3,t,1050000.0,22/08/2016,2.0,1.0,180.0,7.0,-37.772,145.0538
ID210476915,46 Jacana St,4,h,650000.0,15/07/2017,1.0,2.0,660.0,49.0,-37.97918,145.18825
ID369128447,741 Elgar Rd,3,h,1391000.0,23/04/2016,1.0,1.0,764.0,54.0,-37.7934,145.1207
ID687088531,6/153 Barkly St,2,u,600000.0,7/11/2016,1.0,1.0,0.0,8.0,-37.777,144.9703
ID308102658,2/11 Peace St,3,h,1425000.0,4/03/2017,2.0,2.0,217.0,13.0,-37.8639,145.0641
ID752574736,58 Alexandra Pde,2,h,700000.0,20/05/2017,1.0,0.0,194.0,49.0,-37.7938,144.989
ID713406419,61 Broughton Rd,3,h,1525000.0,13/05/2017,2.0,2.0,347.0,6.0,-37.8323,145.105
ID911074896,23/1 Pottery Ct,1,u,315000.0,15/07/2017,1.0,1.0,0.0,99.0,-37.770340000000004,144.95334
ID798682214,55 Saltley St,3,h,1030000.0,22/05/2016,1.0,1.0,224.0,3.0,-37.8298,144.8679
ID708002887,26 Norwood Dr,3,h,705000.0,28/05/2016,1.0,2.0,616.0,49.0,-37.7449,144.8533
ID504321952,5 Wavell St,3,h,1400000.0,15/10/2016,2.0,1.0,643.0,79.0,-37.8285,145.1272
ID763987880,112 Belmore Rd,5,h,2570000.0,3/12/2016,3.0,2.0,715.0,10.0,-37.8028,145.0768
ID594909875,17 Canadian Ct,3,h,535000.0,26/08/2017,1.0,4.0,572.0,39.0,-37.65905,144.92347
ID318342229,2/3 Surrey St,2,u,487000.0,10/09/2016,1.0,2.0,198.0,9.0,-37.7132,144.9488
ID811125442,51a President Rd,2,u,415000.0,12/08/2017,1.0,1.0,218.0,139.0,-37.74839,144.7735
ID521133268,7 Alexander Cl,3,h,475000.0,12/08/2017,2.0,2.0,358.0,29.0,-37.7145,144.77132
ID504016804,57 Tarcoola Dr,3,h,721500.0,20/05/2017,1.0,1.0,594.0,44.0,-37.7214,145.1063
ID874491399,8/86 Queens Pde,3,t,775000.0,28/05/2016,2.0,2.0,0.0,121.0,-37.7918,144.9824
ID687024369,102 Mitchell St,4,h,1400000.0,3/06/2017,1.0,2.0,678.0,119.0,-37.75967,144.97214
ID382515253,57 Blazey Rd,3,h,800000.0,27/05/2017,1.0,2.0,865.0,69.0,-37.81263,145.27588
ID863758255,37 Pascall St,4,h,1480000.0,16/09/2017,2.0,2.0,695.0,49.0,-37.86127000000001,145.14271000000005
ID523048026,36 Emerald St,5,h,2200000.0,1/07/2017,3.0,2.0,607.0,3.0,-37.75148,144.88519
ID637530800,15 Ada St,4,h,1005800.0,17/06/2017,2.0,2.0,502.0,16.0,-37.92985,145.25184
ID193361247,13 Aston St,4,h,665000.0,1/07/2017,2.0,2.0,756.0,12.0,-37.58885,144.90135
